Season,Show Title,Resturant,City,State,Business ID,Rating,Error,"Chita, Zabaykalsky Krai, Russia",Latitude,Longitude,
5,Not What Youd Expect,Glenns Diner,Chicago,Illinois,Glenns-Diner-Chicago,4,896,"Chicago, IL, USA",41.8781136,-87.6297982,
5,Places You Sent Me,Ruths Diner,Salt Lake City,Utah,Ruths-Diner-Salt-Lake-City,4,343,"Salt Lake City, UT, USA",40.7607793,-111.8910474,
5,Places You Sent Me,ORourkes Diner,Middletown,Connecticut,O-Rourkes-Diner-Middletown,4,196,"Middletown, CT, USA",41.5623209,-72.6506488,
5,Places You Sent Me,Parasols,New Orleans,Louisiana,Parasols-Bar-New-Orleans-2,4,258,"New Orleans, LA, USA",29.9510658,-90.0715323,
5,Long Time Legends,Tommys Joynt,San Francisco,California,Tommys-Joynt-San-Francisco,4,2116,"San Francisco, CA, USA",37.7749295,-122.4194155,
5,Long Time Legends,Joe Tess Place,Omaha,Nebraska,Joe-Tess-Place-Omaha,3,41,"Omaha, NE, USA",41.2523634,-95.9979883,
5,Long Time Legends,Big Jims,Pittsburgh,Pennsylvania,Big-Jims-Restaurant-and-Bar-Pittsburgh,4,104,"Pittsburgh, PA, USA",40.4406248,-79.9958864,
5,Something from Everywhere,Valencia Luncheria,Norwalk,Connecticut,Valencia-Luncheria-Norwalk,4,451,"Norwalk, CT, USA",41.117744,-73.4081575,
5,Something from Everywhere,The Original Vito and Nicks Pizzeria,Chicago,Illinois,Vito-and-Nicks-Pizzeria-Chicago,4,384,"Chicago, IL, USA",41.8781136,-87.6297982,
5,Something from Everywhere,Emilys Lebanese Delicatessen,Minneapolis,Minnesota,Emilys-Lebanese-Delicatessen-Minneapolis,4,124,"Minneapolis, MN, USA",44.977753,-93.2650108,
5,Neighborhood Favorites,Pats BBQ,Salt Lake City,Utah,Pats-Bar-B-Que-Salt-Lake-City,3.5,246,"Salt Lake City, UT, USA",40.7607793,-111.8910474,
5,Neighborhood Favorites,Blow Fly Inn,Gulfport,Mississippi,Blow-Fly-Inn-Gulfport,4,125,"Gulfport, MS, USA",30.3674198,-89.0928155,
5,Neighborhood Favorites,Tune-Up Cafe,Santa Fe,New Mexico,Tune-Up-Cafe-Santa-Fe,4.5,366,"Santa Fe, NM, USA",35.6869752,-105.937799,
5,Just Like Yesterday,Hob Nob Hill,San Diego,California,Hob-Nob-Hill-San-Diego,3.5,530,"San Diego, CA, USA",32.715738,-117.1610838,
5,Just Like Yesterday,The Silver Skillet,Atlanta,Georgia,The-Silver-Skillet-Atlanta,3,204,"Atlanta, GA, USA",33.7489954,-84.3879824,
5,Just Like Yesterday,Tufanos Vernon Park Tap,Chicago,Illinois,Tufanos-Vernon-Park-Tap-Chicago,4,255,"Chicago, IL, USA",41.8781136,-87.6297982,
5,Return to Route 66,Standard Diner,Albuquerque,New Mexico,Standard-Diner-Albuquerque,3.5,266,"Albuquerque, NM, USA",35.0853336,-106.6055534,
5,Return to Route 66,Dell Rheas Chicken Basket,Willowbrook,Illinois,Dell-Rheas-Chicken-Basket-Willowbrook,3.5,258,"Willowbrook, IL, USA",41.7697533,-87.9358931,
5,Return to Route 66,Salsa Brava,Flagstaff,Arizona,Salsa-Brava-Flagstaff,3.5,391,"Flagstaff, AZ, USA",35.1982836,-111.651302,
5,Smokin BBQ,Green Mesquite,Austin,Texas,Green-Mesquite-Austin,3,109,"Austin, TX, USA",30.267153,-97.7430608,
5,Smokin BBQ,Gorilla BBQ,Pacifica,California,Gorilla-Barbecue-Pacifica,4,Error,"Pacifica, CA, USA",37.6138253,-122.4869194,
5,Smokin BBQ,Wilsons Holy Smoke BBQ,Fairfield,Connecticut,Wilsons-Barbeque-Fairfield,2.5,88,"Fairfield, CA, USA",38.2493581,-122.0399663,
5,Regional Classics,Cecilias Cafe,Albuquerque,New Mexico,Cecilias-Cafe-Albuquerque,4,114,"Albuquerque, NM, USA",35.0853336,-106.6055534,
5,Regional Classics,Joey Ks Restaurant and Bar,New Orleans,Louisiana,Joey-Ks-Restaurant-and-Bar-New-Orleans,3.5,204,"New Orleans, LA, USA",29.9510658,-90.0715323,
5,Regional Classics,Kelly Os Diner,Pittsburgh,Pennsylvania,Kelly-Os-Diner-Pittsburgh,3,37,"Pittsburgh, PA, USA",40.4406248,-79.9958864,
5,All Kinds of Fast Food,Super Duper Weenie,Fairfield,Connecticut,Super-Duper-Weenie-Fairfield,4,177,"Fairfield, CA, USA",38.2493581,-122.0399663,
5,All Kinds of Fast Food,California Tacos,Omaha,Nebraska,California-Tacos-and-More-Omaha,3.5,153,"Omaha, NE, USA",41.2523634,-95.9979883,
5,All Kinds of Fast Food,Berts Burger Bowl,Santa Fe,New Mexico,Berts-Burger-Bowl-Santa-Fe,3,59,"Santa Fe, NM, USA",35.6869752,-105.937799,
5,Family Favorites,Giustis,Walnut Grove,California,Giustis-Walnut-Grove,4,112,"Walnut Grove, MN 56180, USA",44.2230691,-95.4696578,
5,Family Favorites,Haus Murphys,Glendale,Arizona,Haus-Murphys-Glendale,4,342,"Glendale, CA, USA",34.1425078,-118.255075,
5,Family Favorites,Louies,Dallas,Texas,Louies-Dallas,3.5,206,"Dallas, TX, USA",32.7766642,-96.7969879,
6,Funky Joints,Bizzaro Cafe,Seattle,Washington,Bizzaro-Italian-Cafe-Seattle-2,4,Error,"Seattle, WA, USA",47.6062095,-122.3320708,
6,Funky Joints,Chef Point Cafe,Wautaga,Texas,Chef-Point-Cafe-Watauga,3.5,412,"Watauga, TX, USA",32.8579056,-97.2547371,
6,Funky Joints,Jamies Bar and Grill,Sacramento,California,Jamies-Bar-and-Grill-Sacramento,4,501,"Sacramento, CA, USA",38.5815719,-121.4943996,
6,Their Own Way,Bluewater Seafood Market and Grill,San Diego,California,Blue-water-Seafood-Market-and-Grill-San-Diego,4,2041,"San Diego, CA, USA",32.715738,-117.1610838,
6,Their Own Way,Brandys Restaurant and Bakery,Flagstaff,Arizona,Brandys-Restaurant-and-Bakery-Flagstaff,3.5,224,"Flagstaff, AZ, USA",35.1982836,-111.651302,
6,Their Own Way,Kumas Corner,Chicago,Illinois,Kumas-Corner-Chicago,4,4473,"Chicago, IL, USA",41.8781136,-87.6297982,
6,A Little Bit of Everywhere,Bar Gernika,Boise,Idaho,Bar-Gernika-Boise,4,160,"Boise, ID, USA",43.6187102,-116.2146068,
6,A Little Bit of Everywhere,Cafe Rolle,Sacramento,California,Cafe-Rolle-Sacramento,4.5,817,"Sacramento, CA, USA",38.5815719,-121.4943996,
6,A Little Bit of Everywhere,Havana Hideout,Lake Worth,Florida,Havana-Hideout-Lake-Worth,3,99,"Lake Worth, FL, USA",26.6167555,-80.0684479,
6,A Burger A Bowl and A Slice,La Piazza Al Forno,Glendale,Arizona,La-Piazza-Al-Forno-Glendale,4,299,"Glendale, CA, USA",34.1425078,-118.255075,
6,A Burger A Bowl and A Slice,Slims Last Chance Chili Shack and Watering Hole,Seattle,Washington,Slims-Last-Chance-Chili-Shack-and-Watering-Hole-Seattle,4,230,"Seattle, WA, USA",47.6062095,-122.3320708,
6,A Burger A Bowl and A Slice,Twisted Root Beer Co.,Dallas,Texas,Twisted-Root-Burger-Co-Dallas-2,4,875,"Dallas, TX, USA",32.7766642,-96.7969879,
6,Biscuits Bagels and BLTs,"""""""""""""""Arleta Library Bakery and Cafe""""""",Portland,Oregon,Arleta-Library-Bakery-Cafe-Portland,4,279,"Portland, OR, USA",45.5230622,-122.6764816,
6,Biscuits Bagels and BLTs,Bubbas Diner,San Anselmo,California,Bubbas-Diner-San-Anselmo,3.5,183,"San Anselmo, CA, USA",37.9746458,-122.5616448,
6,Biscuits Bagels and BLTs,Flakowitz of Boynton Bakery and Deli Restaurant,Boynton Beach,Florida,Flakowitz-of-Boynton-Boynton-Beach,3,125,"Boynton Beach, FL, USA",26.5317866,-80.0905465,
6,WhoDa Thunk It,Backroad Pizza,Santa Fe,New Mexico,Backroad-Pizza-Santa-Fe,3.5,3,"Santa Fe, NM, USA",35.6869752,-105.937799,
6,WhoDa Thunk It,Jamaica Gates Caribbean Cuisine,Arlington,Texas,Jamaica-Gates-Caribbean-Cuisine-Arlington,3.5,205,"Arlington, VA, USA",38.8799697,-77.1067698,
6,WhoDa Thunk It,Chef Lous Westside Drive-In,Boise,Idaho,Chef-Lous-Westside-Drive-In-Boise,3.5,81,"Boise, ID, USA",43.6187102,-116.2146068,
6,Go-To Joints,Black Duck Cafe,Westport,Connecticut,Black-Duck-Cafe-Westport,3.5,121,"Westport, CT, USA",41.1414717,-73.3579049,
6,Go-To Joints,Ottos Sausage Kitchen and Meat Market,Portland,Oregon,Ottos-Sausage-Kitchen-and-Meat-Market-Portland,4.5,303,"Portland, OR, USA",45.5230622,-122.6764816,
6,Go-To Joints,Sol Food Puerto Rican Cuisine,San Rafael,California,Sol-Food-Puerto-Rican-Cuisine-San-Rafael,4.5,452,"San Rafael,CA,USA,37.973535,-122.531087,
6,Homestyle,Giuseppes Restaurant,Phoenix,Arizona,Giuseppes-on-28th-Phoenix,3.5,238,"Phoenix, AZ, USA",33.4483771,-112.0740373,
6,Homestyle,Southern Kitchen Restaurant,Tacoma,Washington,Southern-Kitchen-Tacoma,4,529,"Tacoma, WA, USA",47.2528768,-122.4442906,
6,Homestyle,Zia Diner and Angel Food Catering,Santa Fe,New Mexico,Zia-Diner-Santa-Fe,3,114,"Santa Fe, NM, USA",35.6869752,-105.937799,
6,All Kinds of Classics,Blue Marlin Fish House Restaurant,North Miami Beach,Florida,Blue-Marlin-Fish-House-Restaurant-North-Miami-Beach,3.5,58,"North Miami Beach, FL, USA",25.9331488,-80.1625463,
6,All Kinds of Classics,Freds Texas Cafe,Fort Worth,Texas,Freds-Texas-Cafe-Fort-Worth,4,351,"Fort Worth, TX, USA",32.7554883,-97.3307658,
6,All Kinds of Classics,Pine State Biscuits,Portland,Oregon,Pine-State-Biscuits-Portland,4,790,"Portland, OR, USA",45.5230622,-122.6764816,
6,All Over The Map,Georgia Greek Restaurant and Deli,Seattle,Washington,Georgias-Greek-Restaurant-and-Deli-Seattle,3.5,128,"Seattle, WA, USA",47.6062095,-122.3320708,
6,All Over The Map,Los Tacquitos Grill,Phoenix,Arizona,Los-Tacquitos-Phoenix-2,4,Error,"Phoenix, AZ, USA",33.4483771,-112.0740373,
6,All Over The Map,Roccos Cafe,San Francisco,California,Roccos-Cafe-San-Francisco,3.5,570,"San Francisco, CA, USA",37.7749295,-122.4194155,
6,Old Time Favorites,Blueplate Lunch Counter and Soda Fountain,Portland,Oregon,Blueplate-Lunch-Counter-and-Soda-Fountain-Portland,4,272,"Portland, OR, USA",45.5230622,-122.6764816,
6,Old Time Favorites,Dons Hilltop Kodiak Grill,Boise,Idaho,Hilltop-Station-Boise,5,7,"Boise, ID, USA",43.6187102,-116.2146068,
6,Old Time Favorites,La Camoronera Restaurant and Fish Market,Miami,Florida,La-Camoronera-Seafood-Joint-and-Fish-Market-Miami-2,4,Error,"Miami, FL, USA",25.7616798,-80.1917902,
6,Comfort Cookin,Dotties True Blue Cafe,San Francisco,California,Dotties-True-Blue-Cafe-San-Francisco,4,2820,"San Francisco, CA, USA",37.7749295,-122.4194155,
6,Comfort Cookin,Over Easy,Phoenix,Arizona,Over-Easy-Phoenix,3.5,485,"Phoenix, AZ, USA",33.4483771,-112.0740373,
6,Comfort Cookin,Comet Cafe,Milwaukee,Wisconsin,Comet-Cafe-Milwaukee,4,699,"Milwaukee, WI, USA",43.0389025,-87.9064736,
6,Mamas Cookin,Polka Restaurant and Catering,Los Angeles,California,Polka-Polish-Restaurant-Los-Angeles,4,561,"Los Angeles, CA, USA",34.0522342,-118.2436849,
6,Mamas Cookin,Avilas Cafe,Dallas,Texas,Avilas-Mexican-Restaurant-Dallas,4,203,"Dallas, TX, USA",32.7766642,-96.7969879,
6,Mamas Cookin,Mama Es,Oklahoma City,Oklahoma,Mama-Es-Wings-and-Waffles-Oklahoma-City,4,44,"Oklahoma City, OK, USA",35.4675602,-97.5164276,
7,Upper Crust,Bunk Sandwiches,Portland,Oregon,Bunk-Sandwiches-Portland,4,553,"Portland, OR, USA",45.5230622,-122.6764816,
7,Upper Crust,Sonnys Famous Steak Hogies,Hollywood,Florida,Sonnys-Famous-Steak-Hogies-Hollywood,4,135,"Hollywood,FL,USA,26.011201,-80.14949,
7,Upper Crust,The Depot American Diner,Chicago,Illinois,The-Depot-American-Diner-Chicago,4,212,"Chicago, IL, USA",41.8781136,-87.6297982,
7,Burgers Tacos and Dogs,Lankford Grocery,Houston,Texas,Lankford-Grocery-Houston,4,415,"Houston, TX, USA",29.7604267,-95.3698028,
7,Burgers Tacos and Dogs,Fab Hot Dogs,Reseda,California,Fab-Hot-Dogs-Reseda,4,835,"Reseda,CA,USA,34.2011141,-118.5360517,
7,Burgers Tacos and Dogs,Cempazuchi,Milwaukee,Wisconsin,Cempazuchi-Milwaukee,3.5,228,"Milwaukee, WI, USA",43.0389025,-87.9064736,
7,Name That Cook,Ricks Press Room and Grill,Meridian,Idaho,Ricks-Press-Room-Grill-and-Bar-Meridian,4.5,44,"Meridian, ID, USA",43.6121087,-116.3915131,
7,Name That Cook,Nics Grill,Oklahoma City,Oklahoma,Nics-Grill-Oklahoma-City,4.5,162,"Oklahoma City, OK, USA",35.4675602,-97.5164276,
7,Name That Cook,Pams Kitchen,Seattle,Washington,Pams-Kitchen-Seattle,4,381,"Seattle, WA, USA",47.6062095,-122.3320708,
7,Global Grub,Prince Lebanese Grill,Arlington,Texas,Prince-Lebanese-Grill-Arlington,4,360,"Arlington, VA, USA",38.8799697,-77.1067698,
7,Global Grub,Tre Kronor,Chicago,Illinois,Tre-Kronor-Chicago,4,489,"Chicago, IL, USA",41.8781136,-87.6297982,
7,Global Grub,La Texanita,Santa Rosa,California,La-Texanita-Santa-Rosa-2,4,223,"Santa Rosa, CA, USA",38.440429,-122.7140548,
7,Only At This Joint,Podnahs Pit Barbeque,Portland,Oregon,Podnahs-Pit-Barbecue-Portland,4,735,"Portland, OR, USA",45.5230622,-122.6764816,
7,Only At This Joint,Donnie Macs Trailer Park Cuisine,Boise,Idaho,Donnie-Macs-Trailer-Park-Cuisine-Boise,3,41,"Boise, ID, USA",43.6187102,-116.2146068,
7,Only At This Joint,Whales Rib,Deerfield Beach,Florida,Whales-Rib-Deerfield-Beach,4,400,"Deerfield Beach, FL, USA",26.3184123,-80.0997657,
7,You Picked ‘Em,Eischens Bar and Grill,Okarche,Oklahoma,Eischens-Bar-Okarche,4,91,"Okarche, OK 73762, USA",35.7258795,-97.9764411,
7,You Picked ‘Em,Moms Tamales,Los Angeles,California,Moms-Tamales-Los-Angeles,3.5,182,"Los Angeles, CA, USA",34.0522342,-118.2436849,
7,You Picked ‘Em,Kenny and Ziggys,Houston,Texas,Kenny-and-Ziggys-Houston,5,1,"Houston, TX, USA",29.7604267,-95.3698028,
7,You Can Say That Again,Tap Tap Haitian Restaurant,Miami Beach,Florida,Tap-Tap-Haitian-Restaurant-Miami-Beach,4,441,"Miami Beach, FL, USA",25.790654,-80.1300455,
7,You Can Say That Again,Pok Pok,Portland,Oregon,Pok-Pok-Portland,4,2934,"Portland, OR, USA",45.5230622,-122.6764816,
7,You Can Say That Again,Niko Nikos,Houston,Texas,Niko-Nikos-Greek-and-American-Cafe-Houston,4,1467,"Houston, TX, USA",29.7604267,-95.3698028,
7,Barbequed Baked and Brined,Honky Tonk BBQ,Chicago,Illinois,Honky-Tonk-BBQ-Chicago,3.5,622,"Chicago, IL, USA",41.8781136,-87.6297982,
7,Barbequed Baked and Brined,Pizzalchik,Boise,Idaho,Pizzalchik-Boise,3.5,69,"Boise, ID, USA",43.6187102,-116.2146068,
7,Barbequed Baked and Brined,Luckys Cafe,Cleveland,Ohio,Luckys-Cafe-Cleveland,4,469,"Cleveland, OH, USA",41.49932,-81.6943605,
7,Blast from the Past,Cattlemens Steakhouse,Oklahoma City,Oklahoma,Cattlemens-Steakhouse-Oklahoma-City,4.5,3,"Oklahoma City, OK, USA",35.4675602,-97.5164276,
7,Blast from the Past,Sam LaGrassas,Boston,Massachusetts,Sam-LaGrassas-Boston,4.5,555,"Boston, MA, USA",42.3600825,-71.0588801,
7,Blast from the Past,Nickel Diner,Los Angeles,California,Nickel-Diner-Los-Angeles,4,1810,"Los Angeles, CA, USA",34.0522342,-118.2436849,
7,Dives Worth a Drive,Parkview Nightclub,Cleveland,Ohio,Parkview-Nite-club-Cleveland,4,60,"Cleveland, OH, USA",41.49932,-81.6943605,
7,Dives Worth a Drive,The Shanty,Wadsworth,Illinois,The-Shanty-Wadsworth,3.5,142,"Wadsworth, OH, USA",41.0256101,-81.7298519,
7,Dives Worth a Drive,Grovers Bar and Grill,East Amherst,New York,Grovers-Bar-and-Grill-East-Amherst,4,148,"East Amherst, NY, USA",43.0183126,-78.6969831,
7,Family Style,Louis Family Restaurant,Providence,Rhode Island,Louis-Restaurant-Providence-2,3.5,119,"Providence, RI, USA",41.8239891,-71.4128343,
7,Family Style,Cafe Pita+,Houston,Texas,Cafe-Pita-Houston,4,333,"Houston, TX, USA",29.7604267,-95.3698028,
7,Family Style,Mambos Cafe,Glendale,California,Mambos-Cafe-Glendale,3.5,366,"Glendale, CA, USA",34.1425078,-118.255075,
7,Diners Times Three,The Little Depot Diner,Peabody,Massachusetts,The-Little-Depot-Diner-Peabody,4.5,104,"Peabody, MA, USA",42.5278731,-70.9286609,
7,Diners Times Three,Santa Cruz Diner,Santa Cruz,California,Santa-Cruz-Diner-Santa-Cruz,2.5,830,"Santa Cruz, CA, USA",36.9741171,-122.0307963,
7,Diners Times Three,The Diner,Norman,Oklahoma,The-Diner-Norman,4.5,96,"Norman, OK, USA",35.2225668,-97.4394777,
7,Legacies,Lake Effect Diner,Buffalo,New York,Lake-Effect-Diner-Buffalo,3.5,137,"Buffalo, NY, USA",42.8864468,-78.8783689,
7,Legacies,Geracis Restaurant,Cleveland,Ohio,Geracis-Restaurant-Cleveland,3.5,133,"Cleveland, OH, USA",41.49932,-81.6943605,
7,Legacies,Morins Hometown Bar and Grill,Attleboro,Massachusetts,Morins-Hometown-Bar-and-Grille-Attleboro,3.5,55,"Attleboro, MA, USA",41.9445441,-71.2856082,
8,Burgers Steaks and Chops,Mr. Bartleys Gourmet Burgers,Cambridge,Massachusetts,Mr-Bartleys-Gourmet-Gourmet-Burgers-Cambridge,3.5,Error,"Cambridge, MA, USA",42.3736158,-71.1097335,
8,Burgers Steaks and Chops,T-Bone Toms Steakhouse,Kemah,Texas,T-Bone-Toms-Kemah-2,4,239,"Kemah, TX, USA",29.5427297,-95.0204837,
8,Burgers Steaks and Chops,Tee Off Bar and Grill,San Francisco,California,Tee-Off-Bar-San-Francisco,3.5,480,"San Francisco, CA, USA",37.7749295,-122.4194155,
8,Pizza Pork and Paprikash,Pizza Junction,North Tonawanda,New York,Pizza-Junction-North-Tonawanda,4,29,"North Tonawanda, NY, USA",43.038668,-78.8642033,
8,Pizza Pork and Paprikash,Sterles Slovenian Country House,Cleveland,Ohio,Sterles-Slovenian-Country-House-Cleveland,3.5,61,"Cleveland, OH, USA",41.49932,-81.6943605,
8,Pizza Pork and Paprikash,Q Restaurant,San Francisco,California,Q-Restaurant-San-Francisco,Closed,Error,"San Francisco, CA, USA",37.7749295,-122.4194155,
8,Stacked Stuffed and Loaded,Bobs Taco Station,Rosenberg,Texas,Bobs-Taco-Station-Rosenberg,3.5,133,"Rosenberg, TX, USA",29.5571825,-95.8085623,
8,Stacked Stuffed and Loaded,Crazy Burger Cafe and Juice Bar,Narragansett,Rhode Island,Crazy-Burger-Cafe-and-Juice-Bar-Narragansett,4,327,"Narragansett, RI, USA",41.4500844,-71.449503,
8,Stacked Stuffed and Loaded,The Oinkster,Eagle Rock,California,The-Oinkster-Eagle-Rock,4,2845,"Eagle Rock,CA,USA,34.1322469,-118.2117257,
8,Triple D Goes Tailgatin,Rudys Cant Fail Cafe,Emeryville,California,Rudys-Cant-Fail-Cafe-Emeryville,3.5,1733,"Emeryville, CA, USA",37.831316,-122.2852473,
8,Triple D Goes Tailgatin,900 Grayson Restaurant,Berkeley,California,900-Grayson-Berkeley-2,4,1416,"Berkeley, CA, USA",37.8715926,-122.272747,
8,Triple D Goes Tailgatin,Rick and Anns Restaurant,Berkeley,California,Rick-and-Anns-Restaurant-Berkeley,3.5,676,"Berkeley, CA, USA",37.8715926,-122.272747,
8,Home And Away,Taste of Peru,Chicago,Illinois,Taste-of-Peru-Chicago,4,381,"Chicago, IL, USA",41.8781136,-87.6297982,
8,Home And Away,Ingrids Kitchen,Oklahoma City,Oklahoma,Ingrids-Kitchen-Oklahoma-City,4,166,"Oklahoma City, OK, USA",35.4675602,-97.5164276,
8,Home And Away,Blackthorn Restaurant and Pub,Buffalo,New York,Blackthorn-Restaurant-and-Pub-Buffalo,4,81,"Buffalo, NY, USA",42.8864468,-78.8783689,
8,By Request,South 21 Drive-In,Charlotte,North Carolina,South-21-Drive-In-Charlotte-2,4,34,"Charlotte, NC, USA",35.2270869,-80.8431267,
8,By Request,Red Lion Pub and Restaurant,Houston,Texas,The-Red-Lion-Houston,3.5,366,"Houston, TX, USA",29.7604267,-95.3698028,
8,By Request,Melt Bar and Grilled,Lakewood,Ohio,Melt-Bar-and-Grilled-Lakewood,4,592,"Lakewood, CO, USA",39.7047095,-105.0813734,
8,And The Kicker Is...,Pawleys Front Porch,Columbia,South Carolina,Pawleys-Front-Porch-Columbia,3.5,240,Columbia,SC,USA,34.00071,-81.034814,
8,And The Kicker Is...,Sophia Restaurant,Buffalo,New York,Sophias-Restaurant-Buffalo,4.5,199,"Buffalo, NY, USA",42.8864468,-78.8783689,
8,And The Kicker Is...,Bettes Oceanview Diner,Berkeley,California,Bettes-Oceanview-Diner-Berkeley,4,1332,"Berkeley, CA, USA",37.8715926,-122.272747,
8,Comfort Food Classics,The Liberty Elm Diner,Providence,Rhode Island,The-Liberty-Elm-Diner-Providence,3.5,112,"Providence, RI, USA",41.8239891,-71.4128343,
8,Comfort Food Classics,Naglee Park Garage,San Jose,California,Naglee-Park-Garage-San-Jose,3.5,904,"San Jose, CA, USA",37.3382082,-121.8863286,
8,Comfort Food Classics,Dish,Charlotte,North Carolina,Dish-Charlotte,4,264,"Charlotte, NC, USA",35.2270869,-80.8431267,
8,Twists And Traditions,Earls Drive-In,Chaffee,New York,Earls-Drive-In-Chaffee,3.5,12,"Chaffee, MO 63740, USA",37.1800513,-89.6550896,
8,Twists And Traditions,Aldos Harbor Restaurant,Santa Cruz,California,Aldos-Harbor-Restaurant-Santa-Cruz,3.5,306,"Santa Cruz, CA, USA",36.9741171,-122.0307963,
8,Twists And Traditions,Momocho,Cleveland,Ohio,Momocho-Cleveland,4,442,"Cleveland, OH, USA",41.49932,-81.6943605,
8,Fresh And Funky,Dish Cafe and Catering,Reno,Nevada,Dish-Cafe-and-Catering-Reno,4.5,117,"Reno, NV, USA",39.5296329,-119.8138027,
8,Fresh And Funky,Landmark Restaurant,Charlotte,North Carolina,Landmark-Diner-Restaurant-Charlotte,3.5,134,"Charlotte, NC, USA",35.2270869,-80.8431267,
8,Fresh And Funky,Pier 23 Cafe,San Francisco,California,Pier-23-Cafe-San-Francisco,3.5,1081,"San Francisco, CA, USA",37.7749295,-122.4194155,
8,Triple D Goes Hawaiian,Highway Inn and Hookipa Catering,Waipahu,Hawaii,Highway-Inn-and-Hookipa-Catering-Waipahu,4,312,"Waipahu, HI, USA",21.3866667,-158.0091667,
8,Triple D Goes Hawaiian,Hanks Haute Dogs,Honolulu,Hawaii,Hanks-Haute-Dogs-Honolulu,3.5,628,"Honolulu, HI, USA",21.3069444,-157.8583333,
8,Triple D Goes Hawaiian,Nicos Pier 38,Honolulu,Hawaii,Nicos-Pier-38-Honolulu,4,1704,"Honolulu, HI, USA",21.3069444,-157.8583333,
8,Triple D Goes Hawaiian,Germaines Luau,Kapolei,Hawaii,Germaines-Luau-Kapolei,3.5,485,"Kapolei, HI, USA",21.3353909,-158.0568965,
9,Surf ‘n Turf,North End Cafe,Manhattan Beach,California,North-End-Cafe-Manhattan-Beach,4,590,"Manhattan Beach, CA, USA",33.8847361,-118.4109089,
9,Surf ‘n Turf,Gold ‘N Silver Inn,Reno,Nevada,Gold-n-Silver-Inn-Reno,3.5,243,"Reno, NV, USA",39.5296329,-119.8138027,
9,Surf ‘n Turf,Singletons Seafood Shack,Atlantic Beach,Florida,Singletons-Seafood-Shack-Atlantic-Beach,3.5,185,"Atlantic Beach, NC, USA",34.6990505,-76.7402108,
9,Homegrown & Homemade,The Farmers Shed,Lexington,South Carolina,The-Farmers-Shed-Lexington,2.5,3,"Lexington, KY, USA",38.0405837,-84.5037164,
9,Homegrown & Homemade,Poke Stop at Mililana Mauka Llc.,Mililani,Hawaii,Poke-Stop-Mililani,3,174,"Mililani, HI, USA",21.4513314,-158.0152807,
9,Homegrown & Homemade,Mulberry Cafe,Lackawanna,New York,Mulberry-Italian-Ristorante-Lackawanna,4.5,127,"Lackawanna, NY, USA",42.8256141,-78.8233664,
9,Globetrottin,Louis Basque Corner,Reno,Nevada,Louis-Basque-Corner-Reno,3.5,151,"Reno, NV, USA",39.5296329,-119.8138027,
9,Globetrottin,13 Gypsies,Jacksonville,Florida,13-Gypsies-Jacksonville,4,1,"Jacksonville, FL, USA",30.3321838,-81.655651,
9,Globetrottin,Glorias Cafe,Los Angeles,California,Glorias-Cafe-Los-Angeles,4,1217,"Los Angeles, CA, USA",34.0522342,-118.2436849,
9,Bringin It Home,Cafe Citti,Kenwood,California,Cafe-Citti-Kenwood,4,312,"Kenwood, OH, USA",39.2106145,-84.3671619,
9,Bringin It Home,Cabo Fish Taco,Charlotte,North Carolina,Cabo-Fish-Taco-Charlotte,3.5,560,"Charlotte, NC, USA",35.2270869,-80.8431267,
9,Bringin It Home,Murphys Bar and Grill,Honolulu,Hawaii,Murphys-Bar-and-Grill-Honolulu,4,317,"Honolulu, HI, USA",21.3069444,-157.8583333,
9,Porkapalooza,At Last Cafe,Long Beach,California,At-Last-Cafe-Long-Beach,4,1136,"Long Beach, CA, USA",33.7700504,-118.1937395,
9,Porkapalooza,Virgils Cafe,Bellevue,Kentucky,Virgils-Cafe-Bellevue,4,139,"Bellevue, WA, USA",47.610377,-122.2006786,
9,Porkapalooza,Martins Bar-B-Que Joint,Nolensville,Tennessee,Martins-Bar-B-Que-Joint-Nolensville,4,101,"Nolensville, TN 37135, USA",35.9522852,-86.6694413,
9,Grilled Smoked and Sauced,Terrys Turf Club,Cincinnati,Ohio,Terrys-Turf-Club-Cincinnati,4,461,"Cincinnati, OH, USA",39.1031182,-84.5120196,
9,Grilled Smoked and Sauced,Schellville Grille,Sonoma,California,Schellville-Grille-Sonoma-2,3.5,Error,"Sonoma, CA 95476, USA",38.291859,-122.4580356,
9,Grilled Smoked and Sauced,Jakes Good Eats,Charlotte,North Carolina,Jakes-Good-Eats-Charlotte,3.5,91,"Charlotte, NC, USA",35.2270869,-80.8431267,
9,Comfort Food With Attitude,Jax At The Trax,Truckee,California,Jax-Truckee-Diner-Truckee,3.5,534,"Truckee, CA 96161, USA",39.327962,-120.1832533,
9,Comfort Food With Attitude,Culhanes Irish Pub,Atlantic Beach,Florida,Culhanes-Irish-Pub-Atlantic-Beach,4,101,"Atlantic Beach, NC, USA",34.6990505,-76.7402108,
9,Comfort Food With Attitude,Blue Ash Chili Restaurant,Cincinnati,Ohio,Blue-Ash-Chili-Restaurant-Cincinnati,4,120,"Cincinnati, OH, USA",39.1031182,-84.5120196,
9,Fast Food Their Way,Don Chow Tacos,Los Angeles,California,Don-Chow-Tacos-Los-Angeles,3,274,"Los Angeles, CA, USA",34.0522342,-118.2436849,
